,ind1,ind2,vina_score,Unnamed: 3,smiles,mol,carbonyl,carboxylic acid,primary amine,alcohol,ester,amide,acid halide,fluorine halide,chlorine halide,bromine halide,iodine halide,anhydride,ether,secondary amine,enamine,alene,vinyl,phenol,fluorine,chlorine,Bromine,Iodine
4733,4779,4779,-6.6,SULFAPROXYLINE,CC(C)OC1=CC=C(C=C1)C(=O)NS(=O)(=O)C2=CC=C(C=C2)N,<rdkit.Chem.rdchem.Mol object at 0x7f562a224800>,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
4734,4780,4780,-6.6,SUPROFEN,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a224850>,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4735,4781,4781,-6.6,SUVN-G3031,C1CC(C1)N2CCC(CC2)OC3=CC=C(C=C3)NC(=O)CN4CCOCC4,<rdkit.Chem.rdchem.Mol object at 0x7f562a2248a0>,1,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
4736,4782,4782,-6.6,SYROSINGOPINE,CCOC(=O)OC1=C(C=C(C=C1OC)C(=O)OC2CC3CN4CCC5=C(C4CC3C(C2OC)C(=O)OC)NC6=C5C=CC(=C6)OC)OC,<rdkit.Chem.rdchem.Mol object at 0x7f562a2248f0>,3,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
4737,4783,4783,-6.6,TAFLUPROST,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC=C2)(F)F)O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a224940>,1,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,4,0,2,0,0,0
4738,4784,4784,-6.6,TALAROZOLE,CCC(CC)C(C1=CC=C(C=C1)NC2=NC3=CC=CC=C3S2)N4C=NC=N4,<rdkit.Chem.rdchem.Mol object at 0x7f562a224990>,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4739,4785,4785,-6.6,TALTRIMIDE,CC(C)NS(=O)(=O)CCN1C(=O)C2=CC=CC=C2C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f562a2249e0>,2,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4740,4786,4786,-6.6,TAMETRALINE,CNC1CCC(C2=CC=CC=C12)C3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x7f562a224a30>,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4741,4787,4787,-6.6,TEBUFELONE,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C(=O)CCCC#C,<rdkit.Chem.rdchem.Mol object at 0x7f562a224a80>,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
4742,4788,4788,-6.6,TEMATROPIUM,CCOC(=O)C(C1=CC=CC=C1)C(=O)OC2CC3CCC(C2)[N+]3(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a224ad0>,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4743,4789,4789,-6.6,TENILAPINE,CN1CCN(CC1)C2=NC3=CSC=C3C(=CC#N)C4=CSC=C42,<rdkit.Chem.rdchem.Mol object at 0x7f562a224b20>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4744,4790,4790,-6.6,TERBEQUINIL,CCCNC(=O)C1=CN(C2=CC=CC=C2C1=O)COC,<rdkit.Chem.rdchem.Mol object at 0x7f562a224b70>,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4745,4791,4791,-6.6,TERBINAFINE,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21,<rdkit.Chem.rdchem.Mol object at 0x7f562a224bc0>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4746,4792,4792,-6.6,TESAGLITAZAR,CCOC(CC1=CC=C(C=C1)OCCC2=CC=C(C=C2)OS(=O)(=O)C)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a224c10>,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4747,4793,4793,-6.6,TETRODOTOXIN,C(C1(C2C3C(N=C(NC34C(C1OC(C4O)(O2)O)O)N)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a224c60>,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
4748,4794,4794,-6.6,TEXACROMIL,CSCC(COC1=CC=CC2=C1C(=O)C=C(O2)C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a224cb0>,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4749,4795,4795,-6.6,THYMOTRINAN,C(CCN)CC(C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CCCN=C(N)N)N,<rdkit.Chem.rdchem.Mol object at 0x7f562a224d00>,4,2,2,0,0,2,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
4750,4796,4796,-6.6,TIBEGLISENE,CC1=CC=C(C=C1)S(=O)(=O)C(CC#CC2=CC=C(C=C2)Cl)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a224d50>,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4751,4797,4797,-6.6,TIEMONIUM,C[N+]1(CCOCC1)CCC(C2=CC=CC=C2)(C3=CC=CS3)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a224da0>,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4752,4798,4798,-6.6,TIPREDANE,CCSC1(CCC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)SC,<rdkit.Chem.rdchem.Mol object at 0x7f562a224df0>,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0
4753,4799,4799,-6.6,TOFISOLINE,CCC1=C([N+](=C(C2=CC(=C(C=C21)OC)OC)C3=CC(=C(C=C3)OC)OC)[NH-])C,<rdkit.Chem.rdchem.Mol object at 0x7f562a224e40>,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
4754,4800,4800,-6.6,TOLPIPRAZOLE,CC1=CC(=CC=C1)N2CCN(CC2)CCC3=NNC(=C3)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a224e90>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4755,4801,4801,-6.6,TOREMIFENE,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x7f562a224ee0>,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0
4756,4802,4802,-6.6,TRANDOLAPRILAT,CC(C(=O)N1C2CCCCC2CC1C(=O)O)NC(CCC3=CC=CC=C3)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a224f30>,3,2,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4757,4803,4803,-6.6,TRIFENAGREL,CN(C)CCOC1=CC=CC=C1C2=NC(=C(N2)C3=CC=CC=C3)C4=CC=CC=C4,<rdkit.Chem.rdchem.Mol object at 0x7f562a224f80>,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4758,4804,4804,-6.6,TRIMAZOSIN,CC(C)(COC(=O)N1CCN(CC1)C2=NC3=C(C(=C(C=C3C(=N2)N)OC)OC)OC)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a225030>,1,0,1,1,0,1,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0
4759,4805,4805,-6.6,TRIOXSALEN,CC1=CC(=O)OC2=C1C=C3C=C(OC3=C2C)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a225080>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4760,4806,4806,-6.6,TRORILUZOLE,CN(CC(=O)NC1=NC2=C(S1)C=C(C=C2)OC(F)(F)F)C(=O)CNC(=O)CN,<rdkit.Chem.rdchem.Mol object at 0x7f562a2250d0>,3,0,1,0,0,3,3,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0
4761,4807,4807,-6.6,TROSPECTOMYCIN,CCCCC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a225120>,1,0,0,3,1,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
4762,4808,4808,-6.6,UBISINDINE,CCN(CC)CCN1C(C2=CC=CC=C2C1=O)C3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x7f562a225170>,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4763,4809,4809,-6.6,UFENAMATE,CCCCOC(=O)C1=CC=CC=C1NC2=CC=CC(=C2)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a2251c0>,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,3,0,0,0
4764,4810,4810,-6.6,ULODESINE,C1C(C(CN1CC2=CNC3=C2N=CNC3=O)O)CO,<rdkit.Chem.rdchem.Mol object at 0x7f562a225210>,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4765,4811,4811,-6.6,UMIFENOVIR,CCOC(=O)C1=C(N(C2=CC(=C(C(=C21)CN(C)C)O)Br)C)CSC3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x7f562a225260>,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0
4766,4812,4812,-6.6,URSODIOL,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a2252b0>,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4767,4813,4813,-6.6,VALATEGRAST,CCN(CC)CCOC(=O)C(CC1=CC=C(C=C1)NC(=O)C2=C(C=CC=C2Cl)Cl)NC(=O)C3=C(C=CC=C3Cl)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a225300>,3,0,0,0,0,2,3,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0
4768,4814,4814,-6.6,VELEDIMEX,CCCC(C(C)(C)C)N(C(=O)C1=CC(=CC(=C1)C)C)NC(=O)C2=C(C(=CC=C2)OC)CC,<rdkit.Chem.rdchem.Mol object at 0x7f562a225350>,2,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4769,4815,4815,-6.6,VERNAKALANT,COC1=C(C=C(C=C1)CCOC2CCCCC2N3CCC(C3)O)OC,<rdkit.Chem.rdchem.Mol object at 0x7f562a2253a0>,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
4770,4816,4816,-6.6,VERUBULIN,CC1=NC2=CC=CC=C2C(=N1)N(C)C3=CC=C(C=C3)OC,<rdkit.Chem.rdchem.Mol object at 0x7f562a2253f0>,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
4771,4817,4817,-6.6,VILDAGLIPTIN,C1CC(N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N,<rdkit.Chem.rdchem.Mol object at 0x7f562a225440>,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4772,4818,4818,-6.6,VORICONAZOLE,CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a225490>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
4773,4819,4819,-6.6,VORTIOXETINE,CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a2254e0>,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4774,4820,4820,-6.6,XENYTROPIUM,C[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)CC4=CC=C(C=C4)C5=CC=CC=C5,<rdkit.Chem.rdchem.Mol object at 0x7f562a225530>,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4775,4821,4821,-6.6,ZD-6126,CC(=O)NC1CCC2=CC(=C(C(=C2C3=C1C=C(C=C3)OP(=O)(O)O)OC)OC)OC,<rdkit.Chem.rdchem.Mol object at 0x7f562a225580>,1,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
4776,4822,4822,-6.6,ZENAZOCINE,CC(C)CCC(=O)CCC1(C2CC3=C(C1(CCN2C)C)C=C(C=C3)O)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a2255d0>,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
4777,4823,4823,-6.6,ZINDOXIFENE,CCN1C2=C(C=C(C=C2)OC(=O)C)C(=C1C3=CC=C(C=C3)OC(=O)C)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a225620>,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4778,4824,4824,-6.6,ZOMETAPINE,CC1=NN(C2=C1C(=NCCN2)C3=CC(=CC=C3)Cl)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a225670>,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
4779,4825,4825,-6.5,ACEDIASULFONE,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)NCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a2256c0>,1,1,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
4780,4826,4826,-6.5,ACEFURTIAMINE,CC1=NC=C(C(=N1)N)CN(C=O)C(=C(CCOC(=O)COC(=O)C)SC(=O)C2=CC=CO2)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a225710>,4,0,1,0,0,1,4,0,0,0,0,0,2,1,2,0,2,0,0,0,0,0
4781,4827,4827,-6.5,ACETAMINOSALOL,CC(=O)NC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O,<rdkit.Chem.rdchem.Mol object at 0x7f562a225760>,2,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0
4782,4828,4828,-6.5,ACETYLDIHYDROCODEINE,CC(=O)OC1CCC2C3CC4=C5C2(C1OC5=C(C=C4)OC)CCN3C,<rdkit.Chem.rdchem.Mol object at 0x7f562a2257b0>,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
4783,4829,4829,-6.5,ACITAZANOLAST,C1=CC(=CC(=C1)NC(=O)C(=O)O)C2=NNN=N2,<rdkit.Chem.rdchem.Mol object at 0x7f562a225800>,2,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4784,4830,4830,-6.5,ACITRETIN,CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)OC,<rdkit.Chem.rdchem.Mol object at 0x7f562a225850>,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0
4785,4831,4831,-6.5,AFURESERTIB,CN1C(=C(C=N1)Cl)C2=C(SC(=C2)C(=O)NC(CC3=CC(=CC=C3)F)CN)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a2258a0>,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0
4786,4832,4832,-6.5,ALBENDAZOLE OXIDE,CCCS(=O)C1=CC2=C(C=C1)N=C(N2)NC(=O)OC,<rdkit.Chem.rdchem.Mol object at 0x7f562a2258f0>,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4787,4833,4833,-6.5,ALEXIDINE,CCCCC(CC)CN=C(N)NC(=NCCCCCCN=C(N)NC(=NCC(CC)CCCC)N)N,<rdkit.Chem.rdchem.Mol object at 0x7f562a225940>,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
4788,4834,4834,-6.5,ALLETORPHINE,CCCC(C)(C1CC23C=CC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC=C)OC)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a225990>,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4,2,0,0,0,0
4789,4835,4835,-6.5,ALMOTRIPTAN,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3,<rdkit.Chem.rdchem.Mol object at 0x7f562a2259e0>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4790,4836,4836,-6.5,ALOVUDINE,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a225a30>,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4791,4837,4837,-6.5,AMANTANIUM,CCCCCCCCCC[N+](C)(C)CCOC(=O)C12CC3CC(C1)CC(C3)C2,<rdkit.Chem.rdchem.Mol object at 0x7f562a225a80>,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4792,4839,4839,-6.5,AMDINOCILLIN PIVOXIL,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a225ad0>,3,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4793,4840,4840,-6.5,AMFENAC,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a225b20>,2,1,1,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4794,4841,4841,-6.5,AMUSTALINE,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NCCC(=O)OCCN(CCCl)CCCl,<rdkit.Chem.rdchem.Mol object at 0x7f562a225b70>,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0
4795,4842,4842,-6.5,ANDROSTENEDIONE,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4=O)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a225bc0>,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4796,4843,4843,-6.5,APRINDINE,CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x7f562a225c10>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4797,4844,4844,-6.5,Ara-5'-CMP,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a225c60>,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
4798,4845,4845,-6.5,ARIPIPRAZOLE CAVOXIL,CCCCCC(=O)OCN1C(=O)CCC2=C1C=C(C=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a225cb0>,2,0,0,0,0,1,2,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0
4799,4846,4846,-6.5,ARPRINOCID,C1=CC(=C(C(=C1)Cl)CN2C=NC3=C(N=CN=C32)N)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a225d00>,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
4800,4847,4847,-6.5,ASCIMINIB,C1CN(CC1O)C2=C(C=C(C=N2)C(=O)NC3=CC=C(C=C3)OC(F)(F)Cl)C4=CC=NN4,<rdkit.Chem.rdchem.Mol object at 0x7f562a225d50>,1,0,0,1,0,1,1,0,0,0,0,0,1,0,2,0,0,0,2,1,0,0
4801,4848,4848,-6.5,ASUNAPREVIR,CC(C)(C)C(C(=O)N1CC(CC1C(=O)NC2(CC2C=C)C(=O)NS(=O)(=O)C3CC3)OC4=NC=C(C5=C4C=C(C=C5)Cl)OC)NC(=O)OC(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a225da0>,4,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0
4802,4849,4849,-6.5,ATLIPROFEN,CC(C1=CC=C(C=C1)C2=CSC=C2)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a225df0>,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4803,4850,4850,-6.5,AVOBENZONE,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC,<rdkit.Chem.rdchem.Mol object at 0x7f562a225e40>,2,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4804,4851,4851,-6.5,AZACOSTEROL,CC12CCC3C(C1CCC2N(C)CCCN(C)C)CC=C4C3(CCC(C4)O)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a225e90>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4805,4852,4852,-6.5,AZD6280,CCCNC(=O)C1=NN=C2C(=C1N)C=CC=C2C3=C(C=CC(=C3)OC)OC,<rdkit.Chem.rdchem.Mol object at 0x7f562a225ee0>,1,0,1,0,0,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
4806,4853,4853,-6.5,BACAMPICILLIN,CCOC(=O)OC(C)OC(=O)C1C(SC2N1C(=O)C2NC(=O)C(C3=CC=CC=C3)N)(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a225f30>,4,0,1,0,0,2,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
4807,4854,4854,-6.5,BAMIPINE,CN1CCC(CC1)N(CC2=CC=CC=C2)C3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x7f562a225f80>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4808,4855,4855,-6.5,BECLOMETHASONE DIPROPIONATE,CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)OC(=O)CC,<rdkit.Chem.rdchem.Mol object at 0x7f562a226030>,4,0,0,1,2,0,4,0,0,0,0,0,2,0,0,0,4,0,0,1,0,0
4809,4856,4856,-6.5,BELOXAMIDE,CC(=O)N(CCCC1=CC=CC=C1)OCC2=CC=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x7f562a226080>,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4810,4857,4857,-6.5,BENTIPIMINE,CC1=CC=CC=C1CN2CCN(CC2)CCSC(C3=CC=CC=C3)C4=CC=CC=C4Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a2260d0>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4811,4858,4858,-6.5,BENZOCLIDINE,C1CN2CCC1C(C2)OC(=O)C3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x7f562a226120>,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4812,4859,4859,-6.5,BETAMETHASONE BUTYRATE PROPIONATE,CCCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)C(=O)COC(=O)CC,<rdkit.Chem.rdchem.Mol object at 0x7f562a226170>,4,0,0,1,2,0,4,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0
4813,4860,4860,-6.5,BEXAGLIFLOZIN,C1CC1OCCOC2=CC=C(C=C2)CC3=C(C=CC(=C3)C4C(C(C(C(O4)CO)O)O)O)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a2261c0>,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0
4814,4861,4861,-6.5,BICLODIL,C1=CC(=C(C(=C1)Cl)N=C(N)NC(=O)N)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a226210>,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
4815,4862,4862,-6.5,BICLOTYMOL,CC1=C(C=C(C(=C1CC2=C(C(=CC(=C2C)Cl)C(C)C)O)O)C(C)C)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a226260>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0
4816,4863,4863,-6.5,BIDISOMIDE,CC(C)N(CCC(CCN1CCCCC1)(C2=CC=CC=C2Cl)C(=O)N)C(=O)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a2262b0>,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4817,4864,4864,-6.5,BIETASERPINE,CCN(CC)CCN1C2=C(C=CC(=C2)OC)C3=C1C4CC5C(CC(C(C5C(=O)OC)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC)CN4CC3,<rdkit.Chem.rdchem.Mol object at 0x7f562a226300>,2,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
4818,4865,4865,-6.5,BIFEPRAMIDE,CCN(CC)CCNC(=O)C(C)C1=CC=C(C=C1)C2=CC=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x7f562a226350>,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4819,4866,4866,-6.5,BIMOCLOMOL,C1CCN(CC1)CC(CON=C(C2=CN=CC=C2)Cl)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a2263a0>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4820,4867,4867,-6.5,BIPHENAMINE,CCN(CC)CCOC(=O)C1=CC=CC(=C1O)C2=CC=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x7f562a2263f0>,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
4821,4868,4868,-6.5,BOXIDINE,C1CCN(C1)CCOC2=CC=C(C=C2)C3=CC=C(C=C3)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a226440>,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
4822,4869,4869,-6.5,BRINAZARONE,CC(C)C1=C(N2C=CC=CC2=C1)C(=O)C3=CC=C(C=C3)OCCCNC(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a226490>,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4823,4870,4870,-6.5,BRIVUDINE,C1C(C(OC1N2C=C(C(=O)NC2=O)C=CBr)CO)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a2264e0>,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0
4824,4871,4871,-6.5,BROLACONAZOLE,C1=CC=C(C=C1)C(CN2C=CN=C2)C3=CC=C(C=C3)Br,<rdkit.Chem.rdchem.Mol object at 0x7f562a226530>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
